manager,penalty
neo,0.9
pg,1.68
neo,0.0
pg,0.0
neo,2.84
pg,2.88
pg,0.0
neo,0.01
neo,2.06
pg,2.44
neo,0.87
pg,1.67
neo,0.0
pg,0.0
manager,penalty
neo,2.79
pg,2.89
neo,0.85
neo,0.56
pg,1.69
neo,0.36
pg,1.19
neo,3.02
pg,1.19
neo,3.53
pg,2.93
neo,2.03
pg,3.21
neo,0.63
neo,1.47
pg,2.43
neo,0.59
pg,1.13
neo,0.59
pg,2.01
neo,3.69
pg,1.12
neo,2.9
pg,1.77
neo,3.87
pg,3.39
neo,2.27
pg,3.04
neo,3.47
pg,3.63
neo,0.41
neo,0.05
pg,2.67
neo,2.27
neo,0.37
pg,3.41
neo,3.12
pg,1.22
neo,1.38
pg,1.27
neo,1.41
pg,2.61
neo,2.76
pg,1.19
neo,0.57
neo,2.52
pg,3.18
neo,3.02
pg,2.06
neo,0.42
pg,2.11
neo,0.19
neo,2.87
pg,2.99
neo,2.57
pg,1.14
neo,0.3
pg,2.81
neo,0.61
neo,1.78
pg,3.16
neo,0.93
pg,1.24
neo,1.05
neo,0.1
pg,1.41
neo,0.13
pg,3.09
neo,2.77
pg,2.89
neo,3.67
pg,1.34
neo,3.04
neo,2.11
pg,1.22
neo,1.37
pg,2.4
neo,0.12
neo,0.59
pg,1.9
neo,1.82
pg,1.98
neo,0.57
neo,0.73
pg,1.05
neo,1.29
pg,1.35
neo,2.46
neo,0.68
pg,2.96
pg,3.51
neo,3.56
neo,2.59
pg,3.19
neo,1.05
pg,2.54
neo,0.9
neo,0.36
pg,2.15
neo,3.09
pg,1.36
neo,1.84
pg,1.23
neo,1.17
neo,1.15
pg,2.41
neo,1.0
pg,1.61
neo,0.39
pg,1.74
neo,3.46
neo,0.22
pg,2.15
neo,1.26
pg,2.83
neo,3.51
pg,1.2
neo,3.44
pg,3.57
neo,2.56
neo,2.09
pg,2.9
neo,0.41
pg,1.96
neo,3.55
pg,1.9
neo,2.32
neo,0.51
pg,1.38
neo,2.28
pg,3.24
neo,0.56
pg,2.55
neo,3.29
pg,2.05
neo,1.67
pg,2.09
neo,2.64
neo,0.35
pg,2.01
neo,1.36
neo,1.01
pg,1.36
neo,2.36
pg,3.49
neo,1.46
pg,1.16
neo,0.56
neo,2.02
pg,2.18
neo,1.94
pg,3.53
neo,1.78
pg,3.53
neo,2.07
neo,0.79
pg,2.95
neo,2.53
pg,2.61
neo,1.24
pg,1.48
neo,3.11
pg,3.48
neo,2.93
neo,2.4
pg,2.7
pg,1.62
neo,3.79
pg,2.73
pg,1.28
pg,3.45
pg,2.32
pg,2.85
pg,1.33
pg,2.15
pg,1.78
pg,2.75
pg,2.23
pg,1.23
pg,2.52
pg,2.5
pg,2.43
pg,2.59
pg,1.69
pg,2.88
pg,2.04
pg,3.21
pg,3.15
pg,2.79
pg,3.66
neo,0.59
neo,0.01
neo,0.63
pg,4.06
pg,4.99
pg,2.11
pg,2.1
pg,3.15
pg,2.5
pg,1.54
pg,1.52
pg,3.46
pg,2.86
pg,3.08
pg,2.41
pg,3.02
pg,2.93
pg,1.35
pg,3.86
pg,2.28
pg,1.43
pg,2.21
pg,3.58
pg,1.56
pg,2.79
pg,2.18
pg,2.33
pg,1.89
pg,1.28
pg,1.71
pg,2.5
pg,1.75
pg,2.46
pg,1.4
pg,1.54
pg,1.56
pg,3.63
pg,3.66
pg,3.07
pg,3.68
pg,2.54
pg,1.55
pg,2.24
pg,2.77
pg,2.9
pg,3.39
pg,1.51
pg,0.0
pg,1.44
pg,2.8
pg,2.42
pg,3.41
pg,0.01
pg,2.71
pg,3.09
pg,1.75
pg,1.54
pg,2.98
pg,2.05
pg,3.0
pg,2.45
pg,3.0
pg,3.21
pg,1.31
pg,2.0
pg,3.55
pg,1.57
pg,1.39
pg,2.79
pg,2.46
pg,1.7
pg,2.77
pg,3.65
pg,3.65
pg,1.3
pg,1.37
pg,1.8
pg,1.7
pg,2.77
pg,2.36
pg,1.49
pg,2.21
pg,1.44
pg,1.23
pg,1.83
pg,2.53
pg,1.48
pg,2.33
pg,2.04
pg,3.51
pg,3.08
pg,4.47
pg,2.22
pg,2.8
pg,1.99
pg,1.43
pg,2.06
pg,2.56
pg,1.5
pg,3.72
pg,1.33
pg,2.53
pg,1.84
pg,2.12
pg,1.41
pg,2.27
pg,1.77
pg,2.8
pg,1.42
pg,2.23
pg,3.03
pg,1.49
pg,1.76
pg,3.2
pg,2.74
pg,2.6
pg,3.74
pg,2.05
pg,2.75
pg,1.54
pg,2.83
pg,3.22
pg,2.84
pg,2.3
pg,1.42
pg,1.76
pg,1.65
pg,1.72
pg,3.58
pg,1.42
pg,3.0
pg,1.72
pg,1.75
pg,2.28
pg,2.28
pg,2.58
pg,3.2
pg,2.03
pg,1.75
pg,1.45
pg,2.53
pg,2.23
pg,2.06
pg,1.54
pg,3.61
pg,1.41
pg,2.94
pg,2.57
pg,3.15
pg,3.48
pg,2.83
pg,2.44
pg,1.75
pg,3.45
pg,3.17
pg,2.75
pg,1.36
pg,2.27
pg,3.24
pg,2.85
pg,1.97
pg,1.8
pg,1.35
pg,1.4
pg,1.97
pg,3.28
pg,3.23
pg,2.3
pg,3.0
pg,2.28
pg,3.25
pg,2.65
pg,3.23
pg,2.8
pg,1.36
pg,3.22
pg,2.59
pg,2.88
pg,3.67
pg,1.89
pg,1.3
pg,3.64
pg,3.51
pg,3.15
pg,3.18
pg,3.61
pg,1.42
pg,2.79
pg,2.11
pg,1.74
pg,0.0
pg,2.65
pg,1.93
pg,0.0
pg,3.15
pg,1.94
pg,0.0
pg,0.0
pg,3.14
pg,3.5
pg,2.68
pg,0.0
pg,2.23
pg,0.0
pg,1.71
pg,3.56
pg,3.13
pg,3.74
pg,2.81
pg,3.53
pg,0.0
pg,1.38
pg,2.79
pg,0.0
pg,3.29
pg,2.14
pg,2.21
pg,3.09
pg,0.0
pg,2.88
pg,3.16
pg,0.0
pg,1.42
pg,3.05
pg,2.87
pg,0.0
pg,0.0
pg,2.4
pg,1.9
pg,1.97
pg,0.0
